brightness_diff,contrast_diff,noise_level,ssim,is_degraded,filename,dataset,normal_path,degraded_path
58.4563630849138,-7.984817993704645,36.39224071849296,0.9,1,normal (129).png,train,split_data/train/normal/normal (129).png,split_data/train/degraded/normal (129).png
-9.363581496619428,73.60562150844724,117.89772719245326,0.9,1,normal (32).png,train,split_data/train/normal/normal (32).png,split_data/train/degraded/normal (32).png
33.42002880335166,-15.62255101987412,13.611147843768725,0.9,1,normal (65).png,train,split_data/train/normal/normal (65).png,split_data/train/degraded/normal (65).png
70.14429336756263,-15.005655527511507,37.94216031464899,0.9,1,normal (105).png,train,split_data/train/normal/normal (105).png,split_data/train/degraded/normal (105).png
-0.21331191663470145,67.6536976572174,115.62306576718308,0.9,1,normal (49).png,train,split_data/train/normal/normal (49).png,split_data/train/degraded/normal (49).png
51.32808903912543,20.44744596643988,58.675822659223904,0.9,1,normal (113).png,train,split_data/train/normal/normal (113).png,split_data/train/degraded/normal (113).png
55.51083939945405,17.184496757205793,78.56614040969981,0.9,1,normal (133).png,train,split_data/train/normal/normal (133).png,split_data/train/degraded/normal (133).png
-2.016309559484567,61.95349139901972,114.63716184196072,0.9,1,normal (1).png,train,split_data/train/normal/normal (1).png,split_data/train/degraded/normal (1).png
62.72832530496389,19.584201648609252,78.21757411692128,0.9,1,normal (125).png,train,split_data/train/normal/normal (125).png,split_data/train/degraded/normal (125).png
28.89419511618631,50.54260301805223,99.51793840414464,0.9,1,normal (69).png,train,split_data/train/normal/normal (69).png,split_data/train/degraded/normal (69).png
-65.91677327444033,63.26113163876764,112.10112543312988,0.9,1,normal (12).png,train,split_data/train/normal/normal (12).png,split_data/train/degraded/normal (12).png
68.9111820844751,-35.610063545510044,20.173927167269753,0.9,1,normal (109).png,train,split_data/train/normal/normal (109).png,split_data/train/degraded/normal (109).png
-27.49429785646261,71.37955771733131,120.01863614512214,0.9,1,normal (45).png,train,split_data/train/normal/normal (45).png,split_data/train/degraded/normal (45).png
-29.88059419837804,80.94715698034138,113.67630913997908,0.9,1,normal (114).png,train,split_data/train/normal/normal (114).png,split_data/train/degraded/normal (114).png
56.332771184367566,24.436825503026988,77.41813570677118,0.9,1,normal (58).png,train,split_data/train/normal/normal (58).png,split_data/train/degraded/normal (58).png
60.870328728985974,-24.360611899594005,14.025887135832678,0.9,1,normal (19).png,train,split_data/train/normal/normal (19).png,split_data/train/degraded/normal (19).png
60.192930125319435,36.74898476537734,86.2916867049401,0.9,1,normal (62).png,train,split_data/train/normal/normal (62).png,split_data/train/degraded/normal (62).png
82.1068968332071,10.315506941242582,67.65145617557009,0.9,1,normal (23).png,train,split_data/train/normal/normal (23).png,split_data/train/degraded/normal (23).png
50.21142861572811,9.063828210704777,44.80091925019157,0.9,1,normal (118).png,train,split_data/train/normal/normal (118).png,split_data/train/degraded/normal (118).png
49.95048575034487,4.720803200059855,59.49545566165331,0.9,1,normal (54).png,train,split_data/train/normal/normal (54).png,split_data/train/degraded/normal (54).png
-71.38640434326555,63.32833617276822,112.6353634978906,0.9,1,normal (42).png,train,split_data/train/normal/normal (42).png,split_data/train/degraded/normal (42).png
-37.7861049732354,57.48032237973692,124.85555479343091,0.9,1,normal (15).png,train,split_data/train/normal/normal (15).png,split_data/train/degraded/normal (15).png
-8.882000048864022,62.72492299136401,120.25477819896527,0.9,1,normal (81).png,train,split_data/train/normal/normal (81).png,split_data/train/degraded/normal (81).png
-82.16254844742382,57.971923802010856,106.57660110795611,0.9,1,normal (122).png,train,split_data/train/normal/normal (122).png,split_data/train/degraded/normal (122).png
16.412112623069262,51.74269418578537,103.93635394179775,0.9,1,normal (39).png,train,split_data/train/normal/normal (39).png,split_data/train/degraded/normal (39).png
26.191717325227962,44.710532570449985,98.05138287556629,0.9,1,normal (97).png,train,split_data/train/normal/normal (97).png,split_data/train/degraded/normal (97).png
24.92030462082663,48.946138353838215,83.62706335435566,0.9,1,normal (78).png,train,split_data/train/normal/normal (78).png,split_data/train/degraded/normal (78).png
88.561533269871,7.219257049858008,60.366035852235775,0.9,1,normal (96).png,train,split_data/train/normal/normal (96).png,split_data/train/degraded/normal (96).png
3.3607481407481408,60.85037879344834,118.3371328020803,0.9,1,normal (7).png,train,split_data/train/normal/normal (7).png,split_data/train/degraded/normal (7).png
28.07801870433223,17.580810996269307,71.60648841566255,0.9,1,normal (38).png,train,split_data/train/normal/normal (38).png,split_data/train/degraded/normal (38).png
29.182963137378017,24.55850519134087,65.67593764686725,0.9,1,normal (123).png,train,split_data/train/normal/normal (123).png,split_data/train/degraded/normal (123).png
-5.831475732566063,58.55608056636873,117.99033322363688,0.9,1,normal (80).png,train,split_data/train/normal/normal (80).png,split_data/train/degraded/normal (80).png
43.832178011766956,40.0840022544849,102.80880131791474,0.9,1,normal (14).png,train,split_data/train/normal/normal (14).png,split_data/train/degraded/normal (14).png
51.48577208631556,-21.621725336276654,36.63454103371466,0.9,1,normal (43).png,train,split_data/train/normal/normal (43).png,split_data/train/degraded/normal (43).png
40.57238186824237,-18.657399366908304,32.13470407709473,0.9,1,normal (55).png,train,split_data/train/normal/normal (55).png,split_data/train/degraded/normal (55).png
23.92770024452794,33.245252991609945,100.38481168101487,0.9,1,normal (119).png,train,split_data/train/normal/normal (119).png,split_data/train/degraded/normal (119).png
80.66181045856511,12.042237773236792,77.4349181103546,0.9,1,normal (34).png,train,split_data/train/normal/normal (34).png,split_data/train/degraded/normal (34).png
35.68052389614177,17.96919688756249,87.22152646352858,0.9,1,normal (63).png,train,split_data/train/normal/normal (63).png,split_data/train/degraded/normal (63).png
23.993010465492464,23.82552193956068,85.14428207978791,0.9,1,normal (18).png,train,split_data/train/normal/normal (18).png,split_data/train/degraded/normal (18).png
50.36072747939755,-2.000844078698499,54.97797922008257,0.9,1,normal (59).png,train,split_data/train/normal/normal (59).png,split_data/train/degraded/normal (59).png
39.81525063350129,-18.358416178441864,29.802780138001918,0.9,1,normal (115).png,train,split_data/train/normal/normal (115).png,split_data/train/degraded/normal (115).png
-18.46421944332392,71.17313719956971,116.69600635564905,0.9,1,normal (76).png,train,split_data/train/normal/normal (76).png,split_data/train/degraded/normal (76).png
-28.10468163930394,71.39482494397538,119.95118263477906,0.9,1,normal (99).png,train,split_data/train/normal/normal (99).png,split_data/train/degraded/normal (99).png
54.03364971169279,-5.656229961812066,62.48338048666665,0.9,1,normal (21).png,train,split_data/train/normal/normal (21).png,split_data/train/degraded/normal (21).png
-18.953812166840688,59.15558131283459,112.22522334243276,0.9,1,normal (8).png,train,split_data/train/normal/normal (8).png,split_data/train/degraded/normal (8).png
61.33215169678535,18.04175733346996,71.17663470152819,0.9,1,normal (60).png,train,split_data/train/normal/normal (60).png,split_data/train/degraded/normal (60).png
39.26297278190173,30.94625265801205,68.72559404424197,0.9,1,normal (100).png,train,split_data/train/normal/normal (100).png,split_data/train/degraded/normal (100).png
83.54410583047526,46.19005297011234,90.87436811243766,0.9,1,normal (116).png,train,split_data/train/normal/normal (116).png,split_data/train/degraded/normal (116).png
-1.6702956324844929,66.86691203166689,119.46935818826688,0.9,1,normal (4).png,train,split_data/train/normal/normal (4).png,split_data/train/degraded/normal (4).png
-21.701669359181476,60.53257523237754,101.39630105662638,0.9,1,normal (83).png,train,split_data/train/normal/normal (83).png,split_data/train/degraded/normal (83).png
-4.189976958525346,53.712010354270674,115.15880474953829,0.9,1,normal (17).png,train,split_data/train/normal/normal (17).png,split_data/train/degraded/normal (17).png
3.4178103507979856,49.476385008060845,104.94246521685464,0.9,1,normal (40).png,train,split_data/train/normal/normal (40).png,split_data/train/degraded/normal (40).png
25.83111025392637,47.36438342697318,99.59444614951498,0.9,1,normal (56).png,train,split_data/train/normal/normal (56).png,split_data/train/degraded/normal (56).png
29.15820423059735,10.44757547701522,62.00649006448435,0.9,1,normal (57).png,train,split_data/train/normal/normal (57).png,split_data/train/degraded/normal (57).png
-38.019675865089795,63.58951042094989,120.60374219898846,0.9,1,normal (41).png,train,split_data/train/normal/normal (41).png,split_data/train/degraded/normal (41).png
31.605188406238575,50.00113253272599,111.92004307330393,0.9,1,normal (16).png,train,split_data/train/normal/normal (16).png,split_data/train/degraded/normal (16).png
18.423588217338217,47.98725351125567,107.47561580998827,0.9,1,normal (82).png,train,split_data/train/normal/normal (82).png,split_data/train/degraded/normal (82).png
-10.311206256109482,57.74967488014747,120.6414266583341,0.9,1,normal (121).png,train,split_data/train/normal/normal (121).png,split_data/train/degraded/normal (121).png
55.47094411935804,46.075943893554644,100.70657714278143,0.9,1,normal (5).png,train,split_data/train/normal/normal (5).png,split_data/train/degraded/normal (5).png
59.635168797115696,31.968604585741737,83.59159960101937,0.9,1,normal (94).png,train,split_data/train/normal/normal (94).png,split_data/train/degraded/normal (94).png
-102.41772930901851,11.600505912140136,54.935834770776424,0.9,1,normal (117).png,train,split_data/train/normal/normal (117).png,split_data/train/degraded/normal (117).png
34.386755574808674,39.0588303814468,84.62643736093551,0.9,1,normal (101).png,train,split_data/train/normal/normal (101).png,split_data/train/degraded/normal (101).png
26.285404202216164,44.43109864845684,102.16843903746557,0.9,1,normal (61).png,train,split_data/train/normal/normal (61).png,split_data/train/degraded/normal (61).png
32.78108580715505,-1.2358873788463356,56.83145174848167,0.9,1,normal (9).png,train,split_data/train/normal/normal (9).png,split_data/train/degraded/normal (9).png
57.54846452153862,-30.32513251135224,0.0,0.9,1,normal (36).png,train,split_data/train/normal/normal (36).png,split_data/train/degraded/normal (36).png
99.58859569305429,-16.184091060949946,44.29615940843763,0.9,1,normal (77).png,train,split_data/train/normal/normal (77).png,split_data/train/degraded/normal (77).png
-53.85777996516999,70.26888988939973,121.84829605765147,0.9,1,normal (98).png,train,split_data/train/normal/normal (98).png,split_data/train/degraded/normal (98).png
-74.8014335145823,60.0819531739155,104.65150663007532,0.9,1,normal (93).png,train,split_data/train/normal/normal (93).png,split_data/train/degraded/normal (93).png
49.68575870276281,28.755095982153648,70.18052903932274,0.9,1,normal (130).png,train,split_data/train/normal/normal (130).png,split_data/train/degraded/normal (130).png
71.48261484968768,-2.051082799481833,46.87252422688817,0.9,1,normal (2).png,train,split_data/train/normal/normal (2).png,split_data/train/degraded/normal (2).png
-29.32050286559438,64.07558110012087,119.34570818105637,0.9,1,normal (126).png,train,split_data/train/normal/normal (126).png,split_data/train/degraded/normal (126).png
33.27928248622547,38.71766435515914,81.41677981504881,0.9,1,normal (85).png,train,split_data/train/normal/normal (85).png,split_data/train/degraded/normal (85).png
-33.053804481654765,63.530998868137395,120.02028326454302,0.9,1,normal (46).png,train,split_data/train/normal/normal (46).png,split_data/train/degraded/normal (46).png
6.534866688610928,40.74761915097602,95.10543679359405,0.9,1,normal (50).png,train,split_data/train/normal/normal (50).png,split_data/train/degraded/normal (50).png
76.46226562529779,5.025322323633887,50.534763030722594,0.9,1,normal (70).png,train,split_data/train/normal/normal (70).png,split_data/train/degraded/normal (70).png
57.430276129958415,-31.105580476216115,2.390879802706087,0.9,1,normal (27).png,train,split_data/train/normal/normal (27).png,split_data/train/degraded/normal (27).png
67.06911811881838,3.7585855254621023,69.8205323010527,0.9,1,normal (31).png,train,split_data/train/normal/normal (31).png,split_data/train/degraded/normal (31).png
67.29328732269909,46.774381928840384,96.24492790304619,0.9,1,normal (66).png,train,split_data/train/normal/normal (66).png,split_data/train/degraded/normal (66).png
67.61441520265862,10.616170844459802,67.63406907889059,0.9,1,normal (89).png,train,split_data/train/normal/normal (89).png,split_data/train/degraded/normal (89).png
45.31444720154398,46.72134692036496,95.51644565394938,0.9,1,normal (106).png,train,split_data/train/normal/normal (106).png,split_data/train/degraded/normal (106).png
-66.77021702606395,75.98816571098942,112.22332813878575,0.9,1,normal (111).png,train,split_data/train/normal/normal (111).png,split_data/train/degraded/normal (111).png
-0.9478708791208791,62.96282576554548,109.51126220248727,0.9,1,normal (107).png,train,split_data/train/normal/normal (107).png,split_data/train/degraded/normal (107).png
41.71937026629696,-21.400573033197162,33.13410886455126,0.9,1,normal (67).png,train,split_data/train/normal/normal (67).png,split_data/train/degraded/normal (67).png
-9.039509410675718,56.99455303535936,102.65657993465396,0.9,1,normal (88).png,train,split_data/train/normal/normal (88).png,split_data/train/degraded/normal (88).png
-31.670593692022262,55.9594567060049,121.42698544980087,0.9,1,normal (30).png,train,split_data/train/normal/normal (30).png,split_data/train/degraded/normal (30).png
58.968174569217005,-31.44065110813031,18.333363023565113,0.9,1,normal (71).png,train,split_data/train/normal/normal (71).png,split_data/train/degraded/normal (71).png
21.477683636631546,38.21447972385496,92.18527451446555,0.9,1,normal (51).png,train,split_data/train/normal/normal (51).png,split_data/train/degraded/normal (51).png
-6.662730934852063,58.00423850403238,116.23836845108804,0.9,1,normal (47).png,train,split_data/train/normal/normal (47).png,split_data/train/degraded/normal (47).png
89.82048493984588,-19.858693055562252,18.97493964702436,0.9,1,normal (84).png,train,split_data/train/normal/normal (84).png,split_data/train/degraded/normal (84).png
38.75324189285645,59.00267957946548,104.13831949041513,0.9,1,normal (127).png,train,split_data/train/normal/normal (127).png,split_data/train/degraded/normal (127).png
57.0321066728776,2.2375959455495646,64.99736586614964,0.9,1,normal (3).png,train,split_data/train/normal/normal (3).png,split_data/train/degraded/normal (3).png
58.48447159679797,-11.680970529355822,40.8229902816027,0.9,1,normal (131).png,train,split_data/train/normal/normal (131).png,split_data/train/degraded/normal (131).png
-43.96650621740874,73.05804474219987,117.22507725305448,0.9,1,normal (92).png,train,split_data/train/normal/normal (92).png,split_data/train/degraded/normal (92).png
37.61774586475499,19.82721778979184,69.46744610466658,0.9,1,normal (87).png,test,split_data/test/normal/normal (87).png,split_data/test/degraded/normal (87).png
-24.87207783137084,79.37930659202351,114.631744204404,0.9,1,normal (112).png,test,split_data/test/normal/normal (112).png,split_data/test/degraded/normal (112).png
53.01964776295134,19.892402999168866,70.82353179734827,0.9,1,normal (48).png,test,split_data/test/normal/normal (48).png,split_data/test/degraded/normal (48).png
35.50971241073152,37.714222297138136,84.58410973805341,0.9,1,normal (104).png,test,split_data/test/normal/normal (104).png,split_data/test/degraded/normal (104).png
20.072418270168697,60.90983793097875,111.65747753812676,0.9,1,normal (25).png,test,split_data/test/normal/normal (25).png,split_data/test/degraded/normal (25).png
11.087380733298517,41.70414082683374,101.70272583256818,0.9,1,normal (73).png,test,split_data/test/normal/normal (73).png,split_data/test/degraded/normal (73).png
-19.357607235055674,61.57599811523583,120.22245560400962,0.9,1,normal (24).png,test,split_data/test/normal/normal (24).png,split_data/test/degraded/normal (24).png
-27.289603566886345,71.4013181464044,116.86906500864504,0.9,1,normal (90).png,test,split_data/test/normal/normal (90).png,split_data/test/degraded/normal (90).png
58.572299860527025,-15.498309380144129,39.32133830560202,0.9,1,normal (28).png,test,split_data/test/normal/normal (28).png,split_data/test/degraded/normal (28).png
74.11784632736936,28.30732520992182,75.33696956471576,0.9,1,normal (86).png,test,split_data/test/normal/normal (86).png,split_data/test/degraded/normal (86).png
50.97892713276905,-40.45000530200906,16.540473689408632,0.9,1,normal (53).png,test,split_data/test/normal/normal (53).png,split_data/test/degraded/normal (53).png
-25.233885732323234,58.868618772278104,122.23328064489284,0.9,1,normal (102).png,test,split_data/test/normal/normal (102).png,split_data/test/degraded/normal (102).png
60.386472176079735,-22.31602468317179,11.140783536075606,0.9,1,normal (35).png,test,split_data/test/normal/normal (35).png,split_data/test/degraded/normal (35).png
-30.13196794916074,75.47206739526759,114.39364061383792,0.9,1,normal (74).png,test,split_data/test/normal/normal (74).png,split_data/test/degraded/normal (74).png
81.61496461798197,22.53690005173764,75.00489214746074,0.9,1,normal (6).png,test,split_data/test/normal/normal (6).png,split_data/test/degraded/normal (6).png
20.869926580955745,47.31483535035256,81.73442542363402,0.9,1,normal (79).png,test,split_data/test/normal/normal (79).png,split_data/test/degraded/normal (79).png
57.490229229892314,19.22962093732918,62.0295773163338,0.9,1,normal (75).png,test,split_data/test/normal/normal (75).png,split_data/test/degraded/normal (75).png
82.91127813752698,-14.902601774973192,48.02432201891965,0.9,1,normal (22).png,test,split_data/test/normal/normal (22).png,split_data/test/degraded/normal (22).png
-39.22470256900941,63.62950002851747,121.14782412807136,0.9,1,normal (103).png,test,split_data/test/normal/normal (103).png,split_data/test/degraded/normal (103).png
48.77265860504992,-25.808040500170605,14.482351033417753,0.9,1,normal (37).png,test,split_data/test/normal/normal (37).png,split_data/test/degraded/normal (37).png
121.99615695491984,-16.884612248561844,30.393133636938536,0.9,1,normal (95).png,test,split_data/test/normal/normal (95).png,split_data/test/degraded/normal (95).png
-13.544677913835452,69.46348768676711,120.6100228433988,0.9,1,normal (120).png,test,split_data/test/normal/normal (120).png,split_data/test/degraded/normal (120).png
69.5674752025616,26.00564743804764,63.895538866885175,0.9,1,normal (20).png,test,split_data/test/normal/normal (20).png,split_data/test/degraded/normal (20).png
22.36908521719858,51.23826124791908,108.26854696564845,0.9,1,normal (11).png,test,split_data/test/normal/normal (11).png,split_data/test/degraded/normal (11).png
54.43034652545522,12.603291407806694,55.70162109454997,0.9,1,normal (110).png,test,split_data/test/normal/normal (110).png,split_data/test/degraded/normal (110).png
41.75416060476394,38.833696267898496,72.37104628805749,0.9,1,normal (26).png,test,split_data/test/normal/normal (26).png,split_data/test/degraded/normal (26).png
41.60443237236866,-23.618886747258586,33.54295012042776,0.9,1,normal (10).png,test,split_data/test/normal/normal (10).png,split_data/test/degraded/normal (10).png
